ensembl_gene_id	hgnc_symbol	chromosome_name
ENSG00000126267	COX6B1	19
ENSG00000126337	KRT36	17
ENSG00000126351	THRA	17
ENSG00000126353	CCR7	17
ENSG00000126368	NR1D1	17
ENSG00000126391	FRMD8	11
ENSG00000126432	PRDX5	11
ENSG00000126453	BCL2L12	19
ENSG00000126456	IRF3	19
ENSG00000126457	PRMT1	19
ENSG00000126458	RRAS	19
ENSG00000126460	PRRG2	19
ENSG00000126461	SCAF1	19
ENSG00000126464	PRR12	19
ENSG00000126467	TSKS	19
ENSG00000126500	FLRT1	11
ENSG00000126522	ASL	7
ENSG00000126524	SBDS	7
ENSG00000126545	CSN1S1	4
ENSG00000126549	STATH	4
ENSG00000126550	HTN1	4
ENSG00000126561	STAT5A	17
ENSG00000126562	WNK4	17
ENSG00000126581	BECN1	17
ENSG00000126583	PRKCG	19
ENSG00000126602	TRAP1	16
ENSG00000126603	GLIS2	16
ENSG00000126653	NSRP1	17
ENSG00000126698	DNAJC8	1
ENSG00000126705	AHDC1	1
ENSG00000126709	IFI6	1
ENSG00000126733	DACH2	X
ENSG00000126746	ZNF384	12
ENSG00000126749	EMG1	12
ENSG00000126756	UXT	X
ENSG00000126759	CFP	X
ENSG00000126767	ELK1	X
ENSG00000126768	TIMM17B	X
ENSG00000126773	PCNX4	14
ENSG00000126775	ATG14	14
ENSG00000126777	KTN1	14
ENSG00000126785	RHOJ	14
ENSG00000126787	DLGAP5	14
ENSG00000126790	L3HYPDH	14
ENSG00000126803	HSPA2	14
ENSG00000126804	ZBTB1	14
ENSG00000126814	TRMT5	14
ENSG00000126821	SGPP1	14
ENSG00000126822	PLEKHG3	14
ENSG00000126838	PZP	12
ENSG00000126856	PRDM7	16
ENSG00000126858	RHOT1	17
ENSG00000126860	EVI2A	17
ENSG00000126861	OMG	17
ENSG00000126870	DYNC2I1	7
ENSG00000126878	AIF1L	9
ENSG00000126882	FAM78A	9
ENSG00000126883	NUP214	9
ENSG00000126890	CTAG2	X
ENSG00000126895	AVPR2	X
ENSG00000126903	SLC10A3	X
ENSG00000126934	MAP2K2	19
ENSG00000126945	HNRNPH2	X
ENSG00000126947	ARMCX1	X
ENSG00000126950	TMEM35A	X
ENSG00000126952	NXF5	X
ENSG00000126953	TIMM8A	X
ENSG00000126970	ZC4H2	X
ENSG00000127022	CANX	5
ENSG00000127054	INTS11	1
ENSG00000127074	RGS13	1
ENSG00000127080	IPPK	9
ENSG00000127081	ZNF484	9
ENSG00000127083	OMD	9
ENSG00000127084	FGD3	9
ENSG00000127124	HIVEP3	1
ENSG00000127125	PPCS	1
ENSG00000127129	EDN2	1
ENSG00000127152	BCL11B	14
ENSG00000127184	COX7C	5
ENSG00000127191	TRAF2	9
ENSG00000127220	ABHD8	19
ENSG00000127241	MASP1	3
ENSG00000127249	ATP13A4	3
ENSG00000127252	PLAAT1	3
ENSG00000127311	HELB	12
ENSG00000127314	RAP1B	12
ENSG00000127318	IL22	12
ENSG00000127324	TSPAN8	12
ENSG00000127325	BEST3	12
ENSG00000127328	RAB3IP	12
ENSG00000127329	PTPRB	12
ENSG00000127334	DYRK2	12
ENSG00000127337	YEATS4	12
ENSG00000127364	TAS2R4	7
ENSG00000127366	TAS2R5	7
ENSG00000127377	CRYGN	7
ENSG00000127399	LRRC61	7
ENSG00000127412	TRPV5	7
ENSG00000127415	IDUA	4
ENSG00000127418	FGFRL1	4
ENSG00000127419	TMEM175	4
ENSG00000127423	AUNIP	1
ENSG00000127445	PIN1	19
ENSG00000127452	FBXL12	19
ENSG00000127472	PLA2G5	1
ENSG00000127481	UBR4	1
ENSG00000127483	HP1BP3	1
ENSG00000127507	ADGRE2	19
ENSG00000127511	SIN3B	19
ENSG00000127526	SLC35E1	19
ENSG00000127527	EPS15L1	19
ENSG00000127528	KLF2	19
ENSG00000127529	OR7C2	19
ENSG00000127533	F2RL3	19
ENSG00000127540	UQCR11	19
ENSG00000127554	GFER	16
ENSG00000127561	SYNGR3	16
ENSG00000127564	PKMYT1	16
ENSG00000127578	WFIKKN1	16
ENSG00000127580	WDR24	16
ENSG00000127585	FBXL16	16
ENSG00000127586	CHTF18	16
ENSG00000127588	GNG13	16
ENSG00000127589	TUBBP1	8
ENSG00000127616	SMARCA4	19
ENSG00000127663	KDM4B	19
ENSG00000127666	TICAM1	19
ENSG00000127720	METTL25	12
ENSG00000127743	IL17B	5
ENSG00000127774	EMC6	17
ENSG00000127780	OR1E2	17
ENSG00000127804	METTL16	17
ENSG00000127824	TUBA4A	2
ENSG00000127831	VIL1	2
ENSG00000127837	AAMP	2
ENSG00000127838	PNKD	2
ENSG00000127863	TNFRSF19	13
ENSG00000127870	RNF6	13
ENSG00000127884	ECHS1	10
ENSG00000127903	ZNF835	19
ENSG00000127914	AKAP9	7
ENSG00000127920	GNG11	7
ENSG00000127922	SEM1	7
ENSG00000127928	GNGT1	7
ENSG00000127946	HIP1	7
ENSG00000127947	PTPN12	7
ENSG00000127948	POR	7
ENSG00000127951	FGL2	7
ENSG00000127952	STYXL1	7
ENSG00000127954	STEAP4	7
ENSG00000127955	GNAI1	7
ENSG00000127957	PMS2P3	7
ENSG00000127980	PEX1	7
ENSG00000127989	MTERF1	7
ENSG00000127990	SGCE	7
ENSG00000127993	RBM48	7
ENSG00000127995	CASD1	7
ENSG00000128000	ZNF780B	19
ENSG00000128011	LRFN1	19
ENSG00000128016	ZFP36	19
ENSG00000128039	SRD5A3	4
ENSG00000128040	SPINK2	4
ENSG00000128045	RASL11B	4
ENSG00000128050	PAICS	4
ENSG00000128052	KDR	4
ENSG00000128059	PPAT	4
ENSG00000128159	TUBGCP6	22
ENSG00000128165	ADM2	22
ENSG00000128185	DGCR6L	22
ENSG00000128191	DGCR8	22
ENSG00000128203	ASPHD2	22
ENSG00000128218	VPREB3	22
ENSG00000128228	SDF2L1	22
ENSG00000128242	GAL3ST1	22
ENSG00000128245	YWHAH	22
ENSG00000128253	RFPL2	22
ENSG00000128262	POM121L9P	22
ENSG00000128266	GNAZ	22
ENSG00000128268	MGAT3	22
ENSG00000128271	ADORA2A	22
ENSG00000128272	ATF4	22
ENSG00000128274	A4GALT	22
ENSG00000128276	RFPL3	22
ENSG00000128283	CDC42EP1	22
ENSG00000128284	APOL3	22
ENSG00000128285	MCHR1	22
ENSG00000128294	TPST2	22
ENSG00000128298	BAIAP2L2	22
ENSG00000128309	MPST	22
ENSG00000128310	GALR3	22
ENSG00000128311	TST	22
ENSG00000128313	APOL5	22
ENSG00000128322	IGLL1	22
ENSG00000128335	APOL2	22
ENSG00000128340	RAC2	22
ENSG00000128342	LIF	22
ENSG00000128346	C22orf23	22
ENSG00000128383	APOBEC3A	22
ENSG00000128394	APOBEC3F	22
ENSG00000128408	RIBC2	22
ENSG00000128422	KRT17	17
ENSG00000128438	TBC1D27P	17
ENSG00000128463	EMC4	15
ENSG00000128482	RNF112	17
ENSG00000128487	SPECC1	17
ENSG00000128510	CPA4	7
ENSG00000128512	DOCK4	7
ENSG00000128513	POT1	7
ENSG00000128524	ATP6V1F	7
ENSG00000128534	LSM8	7
ENSG00000128536	CDHR3	7
ENSG00000128563	PRKRIP1	7
ENSG00000128564	VGF	7
ENSG00000128567	PODXL	7
ENSG00000128573	FOXP2	7
ENSG00000128578	STRIP2	7
ENSG00000128581	IFT22	7
ENSG00000128585	MKLN1	7
ENSG00000128590	DNAJB9	7
ENSG00000128591	FLNC	7
ENSG00000128594	LRRC4	7
ENSG00000128595	CALU	7
ENSG00000128596	CCDC136	7
ENSG00000128602	SMO	7
ENSG00000128604	IRF5	7
ENSG00000128606	LRRC17	7
ENSG00000128607	KLHDC10	7
ENSG00000128609	NDUFA5	7
ENSG00000128617	OPN1SW	7
ENSG00000128626	MRPS12	19
ENSG00000128641	MYO1B	2
ENSG00000128654	MTX2	2
ENSG00000128656	CHN1	2
ENSG00000128683	GAD1	2
ENSG00000128692	EIF2S2P4	2
ENSG00000128694	OSGEPL1	2
ENSG00000128699	ORMDL1	2
ENSG00000128708	HAT1	2
ENSG00000128731	HERC2	15
ENSG00000128739	SNRPN	15
ENSG00000128789	PSMG2	18
ENSG00000128791	TWSG1	18
ENSG00000128805	ARHGAP22	10
ENSG00000128815	WDFY4	10
ENSG00000128829	EIF2AK4	15
ENSG00000128833	MYO5C	15
ENSG00000128849	CGNL1	15
ENSG00000128872	TMOD2	15
ENSG00000128881	TTBK2	15
ENSG00000128886	ELL3	15
ENSG00000128891	CCDC32	15
ENSG00000128908	INO80	15
ENSG00000128915	ICE2	15
ENSG00000128917	DLL4	15
ENSG00000128918	ALDH1A2	15
ENSG00000128923	MINDY2	15
ENSG00000128928	IVD	15
ENSG00000128944	KNSTRN	15
ENSG00000128951	DUT	15
ENSG00000128965	CHAC1	15
ENSG00000128973	CLN6	15
ENSG00000128989	ARPP19	15
ENSG00000129003	VPS13C	15
ENSG00000129007	CALML4	15
ENSG00000129028	THAP10	15
ENSG00000129038	LOXL1	15
ENSG00000129048	ACKR4	3
ENSG00000129055	ANAPC13	3
ENSG00000129071	MBD4	3
ENSG00000129083	COPB1	11
ENSG00000129084	PSMA1	11
ENSG00000129103	SUMF2	7
ENSG00000129116	PALLD	4
ENSG00000129128	SPCS3	4
ENSG00000129158	SERGEF	11
ENSG00000129159	KCNC1	11
ENSG00000129167	TPH1	11
ENSG00000129173	E2F8	11
ENSG00000129187	DCTD	4
ENSG00000129194	SOX15	17
ENSG00000129195	PIMREG	17
ENSG00000129197	RPAIN	17
ENSG00000129204	USP6	17
ENSG00000129214	SHBG	17
ENSG00000129219	PLD2	17
ENSG00000129221	AIPL1	17
ENSG00000129226	CD68	17
ENSG00000129235	TXNDC17	17
ENSG00000129244	ATP1B2	17
ENSG00000129245	FXR2	17
ENSG00000129250	KIF1C	17
ENSG00000129255	MPDU1	17
ENSG00000129292	PHF20L1	8
ENSG00000129295	DNAAF11	8
ENSG00000129315	CCNT1	12
ENSG00000129317	PUS7L	12
ENSG00000129347	KRI1	19
ENSG00000129351	ILF3	19
ENSG00000129353	SLC44A2	19
ENSG00000129354	AP1M2	19
ENSG00000129355	CDKN2D	19
ENSG00000129422	MTUS1	8
ENSG00000129437	KLK14	19
ENSG00000129450	SIGLEC9	19
ENSG00000129451	KLK10	19
ENSG00000129460	NGDN	14
ENSG00000129465	RIPK3	14
ENSG00000129467	ADCY4	14
ENSG00000129472	RAB2B	14
ENSG00000129473	BCL2L2	14
ENSG00000129474	AJUBA	14
ENSG00000129480	DTD2	14
ENSG00000129484	PARP2	14
ENSG00000129493	HEATR5A	14
ENSG00000129515	SNX6	14
ENSG00000129518	EAPP	14
ENSG00000129521	EGLN3	14
ENSG00000129534	MIS18BP1	14
ENSG00000129535	NRL	14
ENSG00000129538	RNASE1	14
ENSG00000129559	NEDD8	14
ENSG00000129562	DAD1	14
ENSG00000129566	TEP1	14
ENSG00000129595	EPB41L4A	5
ENSG00000129596	CDO1	5
ENSG00000129625	REEP5	5
ENSG00000129636	ITFG1	16
ENSG00000129646	QRICH2	17
ENSG00000129654	FOXJ1	17
ENSG00000129657	SEC14L1	17
ENSG00000129667	RHBDF2	17
ENSG00000129673	AANAT	17
ENSG00000129675	ARHGEF6	X
ENSG00000129680	MAP7D3	X
ENSG00000129682	FGF13	X
ENSG00000129691	ASH2L	8
ENSG00000129696	TTI2	8
ENSG00000129744	ART1	11
ENSG00000129749	CHRNA10	11
ENSG00000129757	CDKN1C	11
ENSG00000129810	SGO1	3
ENSG00000129824	RPS4Y1	Y
ENSG00000129910	CDH15	16
ENSG00000129911	KLF16	19
ENSG00000129925	PGAP6	16
ENSG00000129933	MAU2	19
ENSG00000129946	SHC2	19
ENSG00000129951	PLPPR3	19
ENSG00000129968	ABHD17A	19
ENSG00000129988	LBP	20
ENSG00000129990	SYT5	19
ENSG00000129991	TNNI3	19
ENSG00000129993	CBFA2T3	16
ENSG00000130005	GAMT	19
ENSG00000130021	PUDP	X
ENSG00000130023	ERMARD	6
ENSG00000130024	PHF10	6
ENSG00000130035	GALNT8	12
ENSG00000130037	KCNA5	12
ENSG00000130038	CRACR2A	12
ENSG00000130045	NXNL2	9
ENSG00000130052	STARD8	X
ENSG00000130054	NALF2	X
ENSG00000130055	GDPD2	X
ENSG00000130066	SAT1	X
ENSG00000130119	GNL3L	X
ENSG00000130147	SH3BP4	2
ENSG00000130150	MOSPD2	X
ENSG00000130158	DOCK6	19
ENSG00000130159	ECSIT	19
ENSG00000130164	LDLR	19
ENSG00000130165	ELOF1	19
ENSG00000130167	TSPAN16	19
ENSG00000130173	ANGPTL8	19
ENSG00000130175	PRKCSH	19
ENSG00000130176	CNN1	19
ENSG00000130177	CDC16	13
ENSG00000130182	ZSCAN10	16
ENSG00000130193	THEM6	8
ENSG00000130202	NECTIN2	19
ENSG00000130203	APOE	19
ENSG00000130204	TOMM40	19
ENSG00000130208	APOC1	19
ENSG00000130222	GADD45G	9
ENSG00000130226	DPP6	7
ENSG00000130227	XPO7	8
ENSG00000130234	ACE2	X
ENSG00000130244	FAM98C	19
ENSG00000130254	SAFB2	19
ENSG00000130255	RPL36	19
ENSG00000130270	ATP8B3	19
ENSG00000130294	KIF1A	2
ENSG00000130299	GTPBP3	19
ENSG00000130300	PLVAP	19
ENSG00000130303	BST2	19
ENSG00000130304	SLC27A1	19
ENSG00000130305	NSUN5	7
ENSG00000130307	USHBP1	19
ENSG00000130309	COLGALT1	19
ENSG00000130311	DDA1	19
ENSG00000130312	MRPL34	19
ENSG00000130313	PGLS	19
ENSG00000130332	LSM7	19
ENSG00000130338	TULP4	6
ENSG00000130340	SNX9	6
ENSG00000130347	RTN4IP1	6
ENSG00000130348	QRSL1	6
ENSG00000130349	MTRES1	6
ENSG00000130363	RSPH3	6
ENSG00000130368	MAS1	6
ENSG00000130377	ACSBG2	19
ENSG00000130382	MLLT1	19
ENSG00000130383	FUT5	19
ENSG00000130396	AFDN	6
ENSG00000130402	ACTN4	19
ENSG00000130413	STK33	11
ENSG00000130414	NDUFA10	2
ENSG00000130427	EPO	7
ENSG00000130429	ARPC1B	7
ENSG00000130433	CACNG6	19
ENSG00000130449	ZSWIM6	5
ENSG00000130475	FCHO1	19
ENSG00000130477	UNC13A	19
ENSG00000130479	MAP1S	19
ENSG00000130487	KLHDC7B	22
ENSG00000130508	PXDN	2
ENSG00000130511	SSBP4	19
ENSG00000130513	GDF15	19
ENSG00000130517	PGPEP1	19
ENSG00000130518	IQCN	19
ENSG00000130520	LSM4	19
ENSG00000130522	JUND	19
ENSG00000130529	TRPM4	19
ENSG00000130540	SULT4A1	22
ENSG00000130544	ZNF557	19
ENSG00000130545	CRB3	19
ENSG00000130558	OLFM1	9
ENSG00000130559	CAMSAP1	9
ENSG00000130560	UBAC1	9
ENSG00000130561	SAG	2
ENSG00000130584	ZBTB46	20
ENSG00000130589	HELZ2	20
ENSG00000130590	SAMD10	20
ENSG00000130592	LSP1	11
ENSG00000130598	TNNI2	11
ENSG00000130600	H19	11
ENSG00000130612	CYP2G1P	19
ENSG00000130635	COL5A1	9
ENSG00000130638	ATXN10	22
ENSG00000130640	TUBGCP2	10
ENSG00000130643	CALY	10
ENSG00000130649	CYP2E1	10
ENSG00000130653	PNPLA7	9
ENSG00000130656	HBZ	16
ENSG00000130669	PAK4	19
ENSG00000130684	ZNF337	20
ENSG00000130695	CEP85	1
ENSG00000130699	TAF4	20
ENSG00000130700	GATA5	20
ENSG00000130702	LAMA5	20
ENSG00000130703	OSBPL2	20
ENSG00000130706	ADRM1	20
ENSG00000130707	ASS1	9
ENSG00000130711	PRDM12	9
ENSG00000130713	EXOSC2	9
ENSG00000130714	POMT1	9
ENSG00000130717	UCK1	9
ENSG00000130720	FIBCD1	9
ENSG00000130724	CHMP2A	19
ENSG00000130725	UBE2M	19
ENSG00000130726	TRIM28	19
ENSG00000130731	METTL26	16
ENSG00000130733	YIPF2	19
ENSG00000130734	ATG4D	19
ENSG00000130741	EIF2S3	X
ENSG00000130748	TMEM160	19
ENSG00000130749	ZC3H4	19
ENSG00000130751	NPAS1	19
ENSG00000130755	GMFG	19
ENSG00000130758	MAP3K10	19
ENSG00000130762	ARHGEF16	1
ENSG00000130764	LRRC47	1
ENSG00000130766	SESN2	1
ENSG00000130768	SMPDL3B	1
ENSG00000130770	ATP5IF1	1
ENSG00000130772	MED18	1
ENSG00000130775	THEMIS2	1
ENSG00000130779	CLIP1	12
ENSG00000130783	CCDC62	12
ENSG00000130787	HIP1R	12
ENSG00000130803	ZNF317	19
ENSG00000130810	PPAN	19
ENSG00000130811	EIF3G	19
ENSG00000130812	ANGPTL6	19
ENSG00000130813	SHFL	19
ENSG00000130816	DNMT1	19
ENSG00000130818	ZNF426	19
ENSG00000130821	SLC6A8	X
ENSG00000130822	PNCK	X
ENSG00000130826	DKC1	X
ENSG00000130827	PLXNA3	X
ENSG00000130829	DUSP9	X
ENSG00000130830	MPP1	X
ENSG00000130844	ZNF331	19
ENSG00000130856	ZNF236	18
ENSG00000130876	SLC7A10	19
ENSG00000130881	LRP3	19
ENSG00000130921	MTRFR	12
ENSG00000130935	NOL11	17
ENSG00000130939	UBE4B	1
ENSG00000130940	CASZ1	1
ENSG00000130943	PKDREJ	22
ENSG00000130948	HSD17B3	9
ENSG00000130950	NUTM2F	9
ENSG00000130956	HABP4	9
ENSG00000130957	FBP2	9
ENSG00000130958	SLC35D2	9
ENSG00000130962	PRRG1	X
ENSG00000130985	UBA1	X
ENSG00000130988	RGN	X
ENSG00000130997	POLN	4
ENSG00000131002	TXLNGY	Y
ENSG00000131013	PPIL4	6
ENSG00000131015	ULBP2	6
ENSG00000131016	AKAP12	6
ENSG00000131018	SYNE1	6
ENSG00000131019	ULBP3	6
ENSG00000131023	LATS1	6
ENSG00000131037	EPS8L1	19
ENSG00000131042	LILRB2	19
ENSG00000131043	AAR2	20
ENSG00000131044	TTLL9	20
ENSG00000131051	RBM39	20
ENSG00000131055	COX4I2	20
ENSG00000131061	ZNF341	20
ENSG00000131067	GGT7	20
ENSG00000131069	ACSS2	20
ENSG00000131080	EDA2R	X
ENSG00000131089	ARHGEF9	X
ENSG00000131094	C1QL1	17
ENSG00000131095	GFAP	17
ENSG00000131096	PYY	17
ENSG00000131097	HIGD1B	17
ENSG00000131100	ATP6V1E1	22
ENSG00000131115	ZNF227	19
ENSG00000131116	ZNF428	19
ENSG00000131126	TEX101	19
ENSG00000131127	ZNF141	4
ENSG00000131142	CCL25	19
ENSG00000131143	COX4I1	16
ENSG00000131148	EMC8	16
ENSG00000131149	GSE1	16
ENSG00000131152		16
ENSG00000131153	GINS2	16
ENSG00000131165	CHMP1A	16
ENSG00000131171	SH3BGRL	X
ENSG00000131174	COX7B	X
ENSG00000131183	SLC34A1	5
ENSG00000131187	F12	5
ENSG00000131188	PRR7	5
ENSG00000131196	NFATC1	18
ENSG00000131203	IDO1	8
ENSG00000131233	GJA9	1
ENSG00000131236	CAP1	1
ENSG00000131242	RAB11FIP4	17
ENSG00000131263	RLIM	X
ENSG00000131269	ABCB7	X
ENSG00000131323	TRAF3	14
ENSG00000131351	HAUS8	19
ENSG00000131355	ADGRE3	19
ENSG00000131368	MRPS25	3
ENSG00000131370	SH3BP5	3
ENSG00000131373	HACL1	3
ENSG00000131374	TBC1D5	3
ENSG00000131375	CAPN7	3
ENSG00000131378	RFTN1	3
ENSG00000131379	C3orf20	3
ENSG00000131381	RBSN	3
ENSG00000131386	GALNT15	3
ENSG00000131389	SLC6A6	3
ENSG00000131398	KCNC3	19
ENSG00000131400	NAPSA	19
ENSG00000131401	NAPSB	19
ENSG00000131408	NR1H2	19
ENSG00000131409	LRRC4B	19
ENSG00000131435	PDLIM4	5
ENSG00000131437	KIF3A	5
ENSG00000131446	MGAT1	5
ENSG00000131459	GFPT2	5
ENSG00000131462	TUBG1	17
ENSG00000131467	PSME3	17
ENSG00000131469	RPL27	17
ENSG00000131470	PSMC3IP	17
ENSG00000131471	AOC3	17
ENSG00000131473	ACLY	17
ENSG00000131475	VPS25	17
ENSG00000131477	RAMP2	17
ENSG00000131480	AOC2	17
ENSG00000131482	G6PC1	17
ENSG00000131484		17
ENSG00000131495	NDUFA2	5
ENSG00000131503	ANKHD1	5
ENSG00000131504	DIAPH1	5
ENSG00000131507	NDFIP1	5
ENSG00000131508	UBE2D2	5
ENSG00000131558	EXOC4	7
ENSG00000131584	ACAP3	1
ENSG00000131591	C1orf159	1
ENSG00000131620	ANO1	11
ENSG00000131626	PPFIA1	11
ENSG00000131634	TMEM204	16
ENSG00000131650	KREMEN2	16
ENSG00000131652	THOC6	16
ENSG00000131653	TRAF7	16
ENSG00000131669	NINJ1	9
ENSG00000131686	CA6	1
ENSG00000131697	NPHP4	1
ENSG00000131711	MAP1B	5
ENSG00000131721	RHOXF2	X
ENSG00000131724	IL13RA1	X
ENSG00000131725	WDR44	X
ENSG00000131730	CKMT2	5
ENSG00000131732	ZCCHC9	5
ENSG00000131738	KRT33B	17
ENSG00000131746	TNS4	17
ENSG00000131747	TOP2A	17
ENSG00000131748	STARD3	17
ENSG00000131759	RARA	17
ENSG00000131771	PPP1R1B	17
ENSG00000131773	KHDRBS3	8
ENSG00000131778	CHD1L	1
ENSG00000131779	PEX11B	1
ENSG00000131781	FMO5	1
ENSG00000131788	PIAS3	1
ENSG00000131791	PRKAB2	1
ENSG00000131797	CLUHP3	16
ENSG00000131828	PDHA1	X
ENSG00000131831	RAI2	X
ENSG00000131844	MCCC2	5
ENSG00000131845	ZNF304	19
ENSG00000131848	ZSCAN5A	19
ENSG00000131849	ZNF132	19
ENSG00000131864	USP29	19
ENSG00000131871	SELENOS	15
ENSG00000131873	CHSY1	15
ENSG00000131876	SNRPA1	15
ENSG00000131885	KRT17P1	17
ENSG00000131899	LLGL1	17
ENSG00000131910	NR0B2	1
ENSG00000131914	LIN28A	1
ENSG00000131931	THAP1	8
ENSG00000131941	RHPN2	19
ENSG00000131943	C19orf12	19
ENSG00000131944	FAAP24	19
ENSG00000131951	LRRC9	14
ENSG00000131966	ACTR10	14
ENSG00000131969	ABHD12B	14
ENSG00000131979	GCH1	14
ENSG00000131981	LGALS3	14
ENSG00000132000	PODNL1	19
ENSG00000132002	DNAJB1	19
ENSG00000132003	ZSWIM4	19
ENSG00000132004	FBXW9	19
ENSG00000132005	RFX1	19
ENSG00000132010	ZNF20	19
ENSG00000132016	BRME1	19
ENSG00000132017	DCAF15	19
ENSG00000132024	CC2D1A	19
ENSG00000132026	RTBDN	19
ENSG00000132031	MATN3	2
ENSG00000132109	TRIM21	11
ENSG00000132122	SPATA6	1
ENSG00000132128	LRRC41	1
ENSG00000132141	CCT6B	17
ENSG00000132153	DHX30	3
ENSG00000132155	RAF1	3
ENSG00000132164	SLC6A11	3
ENSG00000132170	PPARG	3
ENSG00000132182	NUP210	3
ENSG00000132185	FCRLA	1
ENSG00000132196	HSD17B7	1
ENSG00000132199	ENOSF1	18
ENSG00000132204	LINC00470	18
ENSG00000132205	EMILIN2	18
ENSG00000132207	SLX1A	16
ENSG00000132254	ARFIP2	11
ENSG00000132256	TRIM5	11
ENSG00000132259	CNGA4	11
ENSG00000132274	TRIM22	11
ENSG00000132275	RRP8	11
ENSG00000132286	TIMM10B	11
ENSG00000132294	EFR3A	8
ENSG00000132297	HHLA1	8
ENSG00000132300	PTCD3	2
ENSG00000132305	IMMT	2
ENSG00000132313	MRPL35	2
ENSG00000132321	IQCA1	2
ENSG00000132323	ILKAP	2
ENSG00000132326	PER2	2
ENSG00000132329	RAMP1	2
ENSG00000132330	SCLY	2
ENSG00000132334	PTPRE	10
ENSG00000132341	RAN	12
ENSG00000132356	PRKAA1	5
ENSG00000132357	CARD6	5
ENSG00000132359	RAP1GAP2	17
ENSG00000132361	CLUH	17
ENSG00000132376	INPP5K	17
ENSG00000132382	MYBBP1A	17
ENSG00000132383	RPA1	17
ENSG00000132386	SERPINF1	17
ENSG00000132388	UBE2G1	17
ENSG00000132394	EEFSEC	3
ENSG00000132405	TBC1D14	4
ENSG00000132406	TMEM128	4
ENSG00000132423	COQ3	6
ENSG00000132424	PNISR	6
ENSG00000132432	SEC61G	7
ENSG00000132434	LANCL2	7
ENSG00000132436	FIGNL1	7
ENSG00000132437	DDC	7
ENSG00000132463	GRSF1	4
ENSG00000132464	ENAM	4
ENSG00000132465	JCHAIN	4
ENSG00000132466	ANKRD17	4
ENSG00000132467	UTP3	4
ENSG00000132470	ITGB4	17
ENSG00000132471	WBP2	17
ENSG00000132475	H3-3B	17
ENSG00000132478	UNK	17
ENSG00000132481	TRIM47	17
ENSG00000132485	ZRANB2	1
ENSG00000132507	EIF5A	17
ENSG00000132510	KDM6B	17
ENSG00000132514	CLEC10A	17
ENSG00000132517	SLC52A1	17
ENSG00000132518	GUCY2D	17
ENSG00000132522	GPS2	17
ENSG00000132530	XAF1	17
ENSG00000132535	DLG4	17
ENSG00000132541	RIDA	8
ENSG00000132549	VPS13B	8
ENSG00000132554	RGS22	8
ENSG00000132561	MATN2	8
ENSG00000132563	REEP2	5
ENSG00000132570	PCBD2	5
ENSG00000132581	SDF2	17
ENSG00000132589	FLOT2	17
ENSG00000132591	ERAL1	17
ENSG00000132600	PRMT7	16
ENSG00000132603	NIP7	16
ENSG00000132604	TERF2	16
ENSG00000132612	VPS4A	16
ENSG00000132613	MTSS2	16
ENSG00000132622	HSPA12B	20
ENSG00000132623	ANKEF1	20
ENSG00000132635	PCED1A	20
ENSG00000132639	SNAP25	20
ENSG00000132640	BTBD3	20
ENSG00000132646	PCNA	20
ENSG00000132661	NXT1	20
ENSG00000132664	POLR3F	20
ENSG00000132669	RIN2	20
ENSG00000132670	PTPRA	20
ENSG00000132676	DAP3	1
ENSG00000132677	RHBG	1
ENSG00000132680	KHDC4	1
ENSG00000132681	ATP1A4	1
ENSG00000132692	BCAN	1
ENSG00000132693	CRP	1
ENSG00000132694	ARHGEF11	1
ENSG00000132698	RAB25	1
ENSG00000132702	HAPLN2	1
ENSG00000132704	FCRL2	1
ENSG00000132716	DCAF8	1
ENSG00000132718	SYT11	1
ENSG00000132740	IGHMBP2	11
ENSG00000132744	ACY3	11
ENSG00000132746	ALDH3B2	11
ENSG00000132749	TESMIN	11
ENSG00000132763	MMACHC	1
ENSG00000132768	DPH2	1
ENSG00000132773	TOE1	1
ENSG00000132780	NASP	1
ENSG00000132781	MUTYH	1
ENSG00000132792	CTNNBL1	20
ENSG00000132793	LPIN3	20
ENSG00000132801	ZSWIM3	20
ENSG00000132819	RBM38	20
ENSG00000132821	VSTM2L	20
ENSG00000132823	OSER1	20
ENSG00000132824	SERINC3	20
ENSG00000132825	PPP1R3D	20
ENSG00000132832		20
ENSG00000132837	DMGDH	5
ENSG00000132840	BHMT2	5
ENSG00000132842	AP3B1	5
ENSG00000132846	ZBED3	5
ENSG00000132849	PATJ	1
ENSG00000132855	ANGPTL3	1
ENSG00000132872	SYT4	18
ENSG00000132874	SLC14A2	18
ENSG00000132879	FBXO44	1
ENSG00000132881	CPLANE2	1
ENSG00000132906	CASP9	1
ENSG00000132911	NMUR2	5
ENSG00000132912	DCTN4	5
ENSG00000132915	PDE6A	5
ENSG00000132932	ATP8A2	13
ENSG00000132938	MTUS2	13
ENSG00000132950	ZMYM5	13
ENSG00000132952	USPL1	13
ENSG00000132953	XPO4	13
ENSG00000132958	TPTE2	13
ENSG00000132963	POMP	13
ENSG00000132964	CDK8	13
ENSG00000132965	ALOX5AP	13
ENSG00000132967	HMGB1P5	3
ENSG00000132970	WASF3	13
ENSG00000132972	RNF17	13
ENSG00000132975	GPR12	13
ENSG00000133019	CHRM3	1
ENSG00000133026	MYH10	17
ENSG00000133027	PEMT	17
ENSG00000133028	SCO1	17
ENSG00000133030	MPRIP	17
